"id","composition","proportion","name","location","mass","year"
"1982","Caffeine "," 7.6 mg","Heart","Zurich, 
Switzerland","244",2009
"1984","mCPP "," 17.3 mg","Bentley","Zurich, 
Switzerland","223.8",2009
"1984","Metoclopramide "," 3.5 mg","Bentley","Zurich, 
Switzerland","223.8",2009
"1984","Caffeine "," 1.9 mg","Bentley","Zurich, 
Switzerland","223.8",2009
"1988","4-Fluoroamphetamine "," 135.5 mg","No Name","Zurich, 
Switzerland","301",2009
"1991","4-Fluoroamphetamine "," 103.7 mg","No Name","Zurich, 
Switzerland","273.3",2009
"1992","4-Fluoroamphetamine "," 147.6 mg","No Name","Roggwil, 
Switzerland","265.7",2009
"1993","4-Fluoroamphetamine "," 116.3 mg","No Name","Zurich, 
Switzerland","261.6",2009
"1994","4-Fluoroamphetamine "," 131.2 mg","No Name","Zurich, 
Switzerland","264.3",2009
"1861","MDMA "," 20","Pink Buddha","Los Angeles, CA","282",2009
"1861","Procaine "," 10","Pink Buddha","Los Angeles, CA","282",2009
"1861","Caffeine "," 1","Pink Buddha","Los Angeles, CA","282",2009
"1859","MDMA "," 1","Chocolate Dome Molly","Atlantic City, NJ","127",2009
"1857","MDMA "," 5","Olympic Rings","Los Angeles, CA","286",2009
"1857","Caffeine "," 1","Olympic Rings","Los Angeles, CA","286",2009
"1856","MDMA "," 104.6 mg","Spiral","Zurich, 
Switzerland","242.8",2009
"1856","4-Methylmethcathinone "," 4.2 mg","Spiral","Zurich, 
Switzerland","242.8",2009
"1856","Caffeine  ","","Spiral","Zurich, 
Switzerland","242.8",2009
"1843","mCPP "," 14.1 mg","Cougar","Zurich, 
Switzerland","189.7",2009
"1855","4-Methylmethcathinone "," 126.7 mg","Roche 2","Zurich, 
Switzerland","448",2009
"1855","Caffeine "," 9.1 mg","Roche 2","Zurich, 
Switzerland","448",2009
"1854","Caffeine "," 15.4 mg","Spiral","Zurich, 
Switzerland","426.8",2009
"1854","4-Methylmethcathinone  ","","Spiral","Zurich, 
Switzerland","426.8",2009
"1853","Methamphetamine "," 34.9 mg","Elephant","Zurich, 
Switzerland","379.1",2009
"1852","mCPP "," 47.78 mg","Mitsubishi","Zurich, 
Switzerland","322.7",2009
"1852","Amphetamines "," 7.8 mg","Mitsubishi","Zurich, 
Switzerland","322.7",2009
"1852","Domperidone "," 1.2 mg","Mitsubishi","Zurich, 
Switzerland","322.7",2009
"1851","mCPP "," 23 mg","Heart","Zurich, 
Switzerland","155.2",2009
"1851","Domperidone "," 15.3 mg","Heart","Zurich, 
Switzerland","155.2",2009
"1851","Caffeine "," 4.3 mg","Heart","Zurich, 
Switzerland","155.2",2009
"1851","Amphetamines "," 2.1 mg","Heart","Zurich, 
Switzerland","155.2",2009
"1850","Domperidone "," 16.8 mg","Heart","Zurich, 
Switzerland","187.6",2009
"1850","mCPP "," 16.1 mg","Heart","Zurich, 
Switzerland","187.6",2009
"1850","Caffeine "," 9.3 mg","Heart","Zurich, 
Switzerland","187.6",2009
"1849","mCPP "," 35.9 mg","Smiley","Zurich, 
Switzerland","210.7",2009
"1849","Caffeine "," 1.2 mg","Smiley","Zurich, 
Switzerland","210.7",2009
"1848","mCPP "," 20.3 mg","Music Note","Zurich, 
Switzerland","213.3",2009
"1848","Caffeine "," 20 mg","Music Note","Zurich, 
Switzerland","213.3",2009
"1848","Domperidone  ","","Music Note","Zurich, 
Switzerland","213.3",2009
"1847","mCPP "," 41 mg","Mitsubishi","Zurich, 
Switzerland","310.2",2009
"1847","Amphetamines "," 5.8 mg","Mitsubishi","Zurich, 
Switzerland","310.2",2009
"1847","Domperidone "," 1.1 mg","Mitsubishi","Zurich, 
Switzerland","310.2",2009
"1846","mCPP "," 49.3 mg","Heart","Zurich, 
Switzerland","321",2009
"1846","Metoclopramide "," 10.7 mg","Heart","Zurich, 
Switzerland","321",2009
"1846","Amphetamines "," trace","Heart","Zurich, 
Switzerland","321",2009
"1845","mCPP "," 48.2 mg","Mercedes","Zurich, 
Switzerland","304.2",2009
"1845","Metoclopramide "," 7.9 mg","Mercedes","Zurich, 
Switzerland","304.2",2009
"1844","mCPP "," 36.24 mg","Virgin","Zurich, 
Switzerland","274.6",2009
"1844","Domperidone "," 10.4 mg","Virgin","Zurich, 
Switzerland","274.6",2009
"1842","mCPP "," 27.6 mg","Mitsubishi","Zurich, 
Switzerland","294.7",2009
"1842","Domperidone "," 5.3 mg","Mitsubishi","Zurich, 
Switzerland","294.7",2009
"1842","Metoclopramide "," 1 mg","Mitsubishi","Zurich, 
Switzerland","294.7",2009
"1841","mCPP "," 45 mg","Rolex","Zurich, 
Switzerland","265.9",2009
"1841","Metoclopramide "," 9.6 mg","Rolex","Zurich, 
Switzerland","265.9",2009
"1841","Domperidone "," 1.1 mg","Rolex","Zurich, 
Switzerland","265.9",2009
"1840","mCPP "," 26.3 mg","Batman","Zurich, 
Switzerland","206.8",2009
"1839","Domperidone "," 27.2 mg","Cat","Zurich, 
Switzerland","297",2009
"1839","mCPP "," 25.9 mg","Cat","Zurich, 
Switzerland","297",2009
"1836","Tramadol "," 1","nipple","Las Vegas, NV","207",2009
"1835","mCPP "," 36.8 mg","Radioactive","Zurich, 
Switzerland","263.3",2009
"1835","Domperidone "," 10.6 mg","Radioactive","Zurich, 
Switzerland","263.3",2009
"1834","mCPP "," 45.2 mg","girl","Zurich, 
Switzerland","323.8",2009
"1834","Domperidone "," 10.7 mg","girl","Zurich, 
Switzerland","323.8",2009
"1833","Caffeine "," 10","dolphin","Atlanta, GA","300",2009
"1833","MDMA "," 10","dolphin","Atlanta, GA","300",2009
"1833","Methamphetamine "," 1","dolphin","Atlanta, GA","300",2009
"1832","MDMA "," 1","yellow molly","Scottsdale, AZ","127",2009
"1831","MDMA "," 1","dub ","Scottsdale, AZ","289",2009
"1830","MDMA "," 1","capsule","Detroit, MI","353",2009
"1829","MDMA "," 30","glock","Detroit, MI","270",2009
"1829","Caffeine "," 1","glock","Detroit, MI","270",2009
"1828","MDMA "," 30","glock","Detroit, MI","280",2009
"1828","Caffeine "," 1","glock","Detroit, MI","280",2009
"1827","MDMA "," 4","unknown","Butte, MT","298",2009
"1827","Caffeine "," 1","unknown","Butte, MT","298",2009
"1826","MDMA "," 4","torch","Butte, MT","291",2009
"1826","TFMPP "," 2","torch","Butte, MT","291",2009
"1826","BZP "," 1","torch","Butte, MT","291",2009
"1826","Methamphetamine "," 1","torch","Butte, MT","291",2009
"1824","TFMPP "," 1.3","Guns","Madison, WI","285",2009
"1824","BZP "," 1","Guns","Madison, WI","285",2009
"1823","BZP "," 1","Homer Simpson","Madison, WI","301",2009
"1823","TFMPP "," 1","Homer Simpson","Madison, WI","301",2009
"1822","MDMA "," 5","2cb","
Canada","330",2009
"1822","2C-B "," 1","2cb","
Canada","330",2009
"1821","MDMA "," 2","apple","Los Angeles, CA","307",2009
"1821","Caffeine "," 1","apple","Los Angeles, CA","307",2009
"1803","BZP  ","","Ninja Turtle","Asheville, NC","-",2009
"1803","Caffeine  ","","Ninja Turtle","Asheville, NC","-",2009
"1803","TFMPP  ","","Ninja Turtle","Asheville, NC","-",2009
"1804","BZP  ","","Snoopy","Asheville, NC","-",2009
"1804","Caffeine  ","","Snoopy","Asheville, NC","-",2009
"1804","TFMPP  ","","Snoopy","Asheville, NC","-",2009
"1805","BZP  ","","Obama","Asheville, NC","-",2009
"1805","Caffeine  ","","Obama","Asheville, NC","-",2009
"1805","TFMPP  ","","Obama","Asheville, NC","-",2009
"1806","BZP  ","","Obama","Vista, CA","-",2009
"1806","Caffeine  ","","Obama","Vista, CA","-",2009
"1806","TFMPP  ","","Obama","Vista, CA","-",2009
"1807","BZP  ","","Obama","Vista, CA","-",2009
"1807","Caffeine  ","","Obama","Vista, CA","-",2009
"1807","TFMPP  ","","Obama","Vista, CA","-",2009
"1808","BZP  ","","Homer","Vista, CA","-",2009
"1808","Caffeine  ","","Homer","Vista, CA","-",2009
"1808","TFMPP  ","","Homer","Vista, CA","-",2009
"1809","BZP  ","","Bart","Vista, CA","-",2009
"1809","Caffeine  ","","Bart","Vista, CA","-",2009
"1809","TFMPP  ","","Bart","Vista, CA","-",2009
"1810","BZP  ","","Snoopy","Vista, CA","-",2009
"1810","Caffeine  ","","Snoopy","Vista, CA","-",2009
"1810","TFMPP  ","","Snoopy","Vista, CA","-",2009
"1811","BZP  ","","Snoopy","Vista, CA","-",2009
"1811","Caffeine  ","","Snoopy","Vista, CA","-",2009
"1811","TFMPP  ","","Snoopy","Vista, CA","-",2009
"1812","BZP  ","","Ninja Turtles","Vista, CA","-",2009
"1812","Caffeine  ","","Ninja Turtles","Vista, CA","-",2009
"1812","TFMPP  ","","Ninja Turtles","Vista, CA","-",2009
"1813","BZP  ","","Autobot","Vista, CA","-",2009
"1813","Caffeine  ","","Autobot","Vista, CA","-",2009
"1813","TFMPP  ","","Autobot","Vista, CA","-",2009
"1814","BZP  ","","Decepticon","Vista, CA","-",2009
"1814","Caffeine  ","","Decepticon","Vista, CA","-",2009
"1814","TFMPP  ","","Decepticon","Vista, CA","-",2009
"1815","BZP  ","","Decepticon","Vista, CA","-",2009
"1815","Caffeine  ","","Decepticon","Vista, CA","-",2009
"1815","TFMPP  ","","Decepticon","Vista, CA","-",2009
"1816","BZP  ","","Autobot","Vista, CA","-",2009
"1816","Caffeine  ","","Autobot","Vista, CA","-",2009
"1816","TFMPP  ","","Autobot","Vista, CA","-",2009
"1817","Caffeine  ","","Mushroom","Vista, CA","-",2009
"1817","MDMA  ","","Mushroom","Vista, CA","-",2009
"1817","Methamphetamine  ","","Mushroom","Vista, CA","-",2009
"1818","Caffeine  ","","Garfield","Vista, CA","-",2009
"1818","MDMA  ","","Garfield","Vista, CA","-",2009
"1818","Methamphetamine  ","","Garfield","Vista, CA","-",2009
"1819","Caffeine  ","","Garfield","Vista, CA","-",2009
"1819","MDMA  ","","Garfield","Vista, CA","-",2009
"1819","Methamphetamine  ","","Garfield","Vista, CA","-",2009
"1820","BZP  ","","Smurf","Tahlequah, OK","-",2009
"1820","Caffeine  ","","Smurf","Tahlequah, OK","-",2009
"1820","TFMPP  ","","Smurf","Tahlequah, OK","-",2009
"1763","BZP  ","","Decepticon","Findlay, OH","142",2009
"1763","Caffeine  ","","Decepticon","Findlay, OH","142",2009
"1763","TFMPP  ","","Decepticon","Findlay, OH","142",2009
"1764","TFMPP "," 3","Bart Simpson","Boise, ID","-",2009
"1764","BZP "," 1","Bart Simpson","Boise, ID","-",2009
"1764","Dibenzylpiperazine "," 1","Bart Simpson","Boise, ID","-",2009
"1764","Caffeine  ","","Bart Simpson","Boise, ID","-",2009
"1765","TFMPP "," 3","Autobot","Boise, ID","-",2009
"1765","BZP "," 1","Autobot","Boise, ID","-",2009
"1765","Dibenzylpiperazine "," 1","Autobot","Boise, ID","-",2009
"1765","Caffeine  ","","Autobot","Boise, ID","-",2009
"1766","BZP "," 3","Infiniti","Boise, ID","-",2009
"1766","TFMPP "," 2","Infiniti","Boise, ID","-",2009
"1766","Caffeine  ","","Infiniti","Boise, ID","-",2009
"1767","BZP "," 3","Batman","Boise, ID","-",2009
"1767","TFMPP "," 2","Batman","Boise, ID","-",2009
"1767","Caffeine  ","","Batman","Boise, ID","-",2009
"1768","BZP "," 3","JL Audio","Boise, ID","-",2009
"1768","TFMPP "," 2","JL Audio","Boise, ID","-",2009
"1768","Caffeine  ","","JL Audio","Boise, ID","-",2009
"1769","BZP "," 3","Dolphin","Boise, ID","-",2009
"1769","TFMPP "," 2","Dolphin","Boise, ID","-",2009
"1769","Caffeine  ","","Dolphin","Boise, ID","-",2009
"1770","Diphenhydramine  ","","Ladies","Lake County, OH","300",2009
"1771","Diphenhydramine "," 3","Automobile","Lake County, OH","365",2009
"1771","Caffeine "," 1","Automobile","Lake County, OH","365",2009
"1772","mCPP "," 3","Star","Alliance, OH","170",2009
"1772","Caffeine "," 2","Star","Alliance, OH","170",2009
"1773","mCPP "," 3","Triangle","Alliance, OH","270",2009
"1773","Caffeine "," 2","Triangle","Alliance, OH","270",2009
"1774","MDMA "," 49.7 mg","Fly","Stafford, VA","-",2009
"1774","Methamphetamine "," 1","Fly","Stafford, VA","-",2009
"1774","Caffeine  ","","Fly","Stafford, VA","-",2009
"1776","MDMA "," 3","Garfield","Fort Worth, TX","295",2009
"1776","Methamphetamine "," 1","Garfield","Fort Worth, TX","295",2009
"1776","Caffeine  ","","Garfield","Fort Worth, TX","295",2009
"1775","MDMA "," 46.9 mg","bear","Stafford, VA","-",2009
"1775","Methamphetamine "," 1","bear","Stafford, VA","-",2009
"1775","Caffeine  ","","bear","Stafford, VA","-",2009
"1777","Cocaine  ","","Unknown","Medford, OR","200",2009
"1777","MDMA  ","","Unknown","Medford, OR","200",2009
"1777","Methamphetamine  ","","Unknown","Medford, OR","200",2009
"1778","MDMA  ","","Transformers","Medford, OR","220",2009
"1779","MDMA  ","","Transformers","Medford, OR","233.3",2009
"1780","Procaine "," 6","Adidas","Grand Cayman, 
Cayman Islands","244",2009
"1780","MDMA "," 2","Adidas","Grand Cayman, 
Cayman Islands","244",2009
"1780","Caffeine "," 1","Adidas","Grand Cayman, 
Cayman Islands","244",2009
"1780","1-(3,4-methylenedioxyphenyl)-2-propanol  ","","Adidas","Grand Cayman, 
Cayman Islands","244",2009
"1780","BZP  ","","Adidas","Grand Cayman, 
Cayman Islands","244",2009
"1781","MDMA "," 90 mg","Thundercat","Amarillo, TX","-",2009
"1781","Caffeine  ","","Thundercat","Amarillo, TX","-",2009
"1781","Ketamine  ","","Thundercat","Amarillo, TX","-",2009
"1782","MDMA "," 90 mg","Alligator","Amarillo, TX","-",2009
"1782","Caffeine  ","","Alligator","Amarillo, TX","-",2009
"1782","Ketamine  ","","Alligator","Amarillo, TX","-",2009
"1783","MDMA "," 90 mg","m&m","Amarillo, TX","-",2009
"1783","Caffeine  ","","m&m","Amarillo, TX","-",2009
"1783","Ketamine  ","","m&m","Amarillo, TX","-",2009
"1784","MDMA "," 90 mg","Bomb","Amarillo, TX","-",2009
"1784","Caffeine  ","","Bomb","Amarillo, TX","-",2009
"1784","Ketamine  ","","Bomb","Amarillo, TX","-",2009
"1785","Methamphetamine "," 20.6 mg","G","NJ","829",2009
"1785","Caffeine  ","","G","NJ","829",2009
"1785","Methylsulfonylmethane  ","","G","NJ","829",2009
"1785","Procaine  ","","G","NJ","829",2009
"1786","BZP "," 4","Dragonfly","Tucson, AZ","-",2009
"1786","Caffeine "," 1","Dragonfly","Tucson, AZ","-",2009
"1787","BZP "," 4","Monkey Face","Tucson, AZ","-",2009
"1787","Caffeine "," 1","Monkey Face","Tucson, AZ","-",2009
"1788","BZP "," 4","Decepticon","Tucson, AZ","-",2009
"1788","Caffeine "," 1","Decepticon","Tucson, AZ","-",2009
"1789","BZP "," 4","Buddha","Tucson, AZ","-",2009
"1789","Caffeine "," 1","Buddha","Tucson, AZ","-",2009
"1790","BZP "," 4","blank","Tucson, AZ","-",2009
"1790","Caffeine "," 1","blank","Tucson, AZ","-",2009
"1791","BZP "," 2","Apple","Olathe, KS","-",2009
"1791","TFMPP "," 1","Apple","Olathe, KS","-",2009
"1791","Caffeine  ","","Apple","Olathe, KS","-",2009
"1791","Dibenzylpiperazine  ","","Apple","Olathe, KS","-",2009
"1792","BZP "," 2","Monkey Face","Olathe, KS","-",2009
"1792","TFMPP "," 1","Monkey Face","Olathe, KS","-",2009
"1792","Caffeine  ","","Monkey Face","Olathe, KS","-",2009
"1792","Dibenzylpiperazine  ","","Monkey Face","Olathe, KS","-",2009
"1793","BZP  ","","Bart Simpson","Tiffin, OH","286.6",2009
"1793","DXM  ","","Bart Simpson","Tiffin, OH","286.6",2009
"1793","TFMPP  ","","Bart Simpson","Tiffin, OH","286.6",2009
"1794","BZP  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1794","Caffeine  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1794","TFMPP  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1795","BZP  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1795","Caffeine  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1795","TFMPP  ","","Homer Simpson","Lincoln Parish, LA","-",2009
"1796","BZP  ","","Decepticon","Lincoln Parish, LA","-",2009
"1796","Caffeine  ","","Decepticon","Lincoln Parish, LA","-",2009
"1796","TFMPP  ","","Decepticon","Lincoln Parish, LA","-",2009
"1797","BZP  ","","Decepticon","Lincoln Parish, LA","-",2009
"1797","Caffeine  ","","Decepticon","Lincoln Parish, LA","-",2009
"1797","TFMPP  ","","Decepticon","Lincoln Parish, LA","-",2009
"1798","BZP  ","","Smurf","Lincoln Parish, LA","-",2009
"1798","Caffeine  ","","Smurf","Lincoln Parish, LA","-",2009
"1798","DXM  ","","Smurf","Lincoln Parish, LA","-",2009
"1798","TFMPP  ","","Smurf","Lincoln Parish, LA","-",2009
"1799","BZP  ","","Smurf","Lincoln Parish, LA","-",2009
"1799","Caffeine  ","","Smurf","Lincoln Parish, LA","-",2009
"1799","TFMPP  ","","Smurf","Lincoln Parish, LA","-",2009
"1800","BZP  ","","Ninja Turtle","Lincoln Parish, LA","-",2009
"1800","Caffeine  ","","Ninja Turtle","Lincoln Parish, LA","-",2009
"1800","DXM  ","","Ninja Turtle","Lincoln Parish, LA","-",2009
"1800","TFMPP  ","","Ninja Turtle","Lincoln Parish, LA","-",2009
"1801","BZP  ","","Autobot","Lincoln Parish, LA","-",2009
"1801","Caffeine  ","","Autobot","Lincoln Parish, LA","-",2009
"1801","DXM  ","","Autobot","Lincoln Parish, LA","-",2009
"1801","TFMPP  ","","Autobot","Lincoln Parish, LA","-",2009
"1802","mCPP  ","","Dolphin","Pasadena, TX","150",2009
"1724","MDMA "," 1","Octagon Fist","Vancouver, BC, 
Canada","269",2009
"1723","MDMA "," 20","Batman","Waco, TX","221",2009
"1723","Caffeine "," 1","Batman","Waco, TX","221",2009
"1722","MDMA "," 1","Batman","Orlando, FL","193",2009
"1720","TFMPP "," 1","clover","San Francisco, CA","254",2009
"1720","BZP "," 0.9","clover","San Francisco, CA","254",2009
"1719","BZP "," 1","transformer","Las Vegas, NV","292",2009
"1719","TFMPP "," 1","transformer","Las Vegas, NV","292",2009
"1718","MDMA "," 5","Ferrari","Las Vegas, NV","326",2009
"1718","Caffeine "," 1","Ferrari","Las Vegas, NV","326",2009
"1717","MDMA "," 1","capsule","Las Vegas, NV","128",2009
"1716","None Detected "," 1","butterfly","Los Angeles, CA","283",2009
"1715","Alprazolam "," 1","xanax","Portland, OR","309",2009
"1714","TFMPP "," 10","jordan","Miami, FL","244",2009
"1714","BZP "," 7","jordan","Miami, FL","244",2009
"1714","Caffeine "," 2","jordan","Miami, FL","244",2009
"1714","Ketamine "," 1","jordan","Miami, FL","244",2009
"1713","BZP "," 2","Biohazard","KS","192",2009
"1713","DXM "," 2","Biohazard","KS","192",2009
"1713","TFMPP "," 1","Biohazard","KS","192",2009
"1713","Caffeine "," 0.5","Biohazard","KS","192",2009
"1711","Caffeine "," 3","Mercedes","Atlanta, GA","258",2009
"1711","MDMA "," 1","Mercedes","Atlanta, GA","258",2009
"1710","BZP "," 2","Naked Lady","Atlanta, GA","248",2009
"1710","Caffeine "," 2","Naked Lady","Atlanta, GA","248",2009
"1710","TFMPP "," 1.75","Naked Lady","Atlanta, GA","248",2009
"1710","MDMA "," 1","Naked Lady","Atlanta, GA","248",2009
"1709","MDMA "," 1","powder","Berkeley, CA","-",2009
"1708","Ketamine "," 10","dolphin","Pensacola, FL","287",2009
"1708","Caffeine "," 6","dolphin","Pensacola, FL","287",2009
"1708","MDMA "," 5","dolphin","Pensacola, FL","287",2009
"1708","BZP "," 1","dolphin","Pensacola, FL","287",2009
"1708","Methamphetamine "," 1","dolphin","Pensacola, FL","287",2009
"1708","TFMPP "," 1","dolphin","Pensacola, FL","287",2009
"1707","Caffeine "," 3","lg","Atlanta, GA","287",2009
"1707","MDMA "," 2","lg","Atlanta, GA","287",2009
"1707","Methamphetamine "," 1","lg","Atlanta, GA","287",2009
"1706","MDMA "," 10","euro","Los Angeles, CA","312",2009
"1706","Caffeine "," 1","euro","Los Angeles, CA","312",2009
"1699","Diphenhydramine "," 5","lv","Atlanta, GA","306",2009
"1699","Ketamine "," 2","lv","Atlanta, GA","306",2009
"1699","MDMA "," 1","lv","Atlanta, GA","306",2009
"1699","Caffeine "," 0.3","lv","Atlanta, GA","306",2009
"1700","Diazepam "," 1","Oxycontin","New York, NY","1.66",2009
"1701","Caffeine "," 1","Red Lady","Oakland, CA","191",2009
"1701","Cocaine "," 1","Red Lady","Oakland, CA","191",2009
"1701","MDMA "," 1","Red Lady","Oakland, CA","191",2009
"1701","Methamphetamine "," 1","Red Lady","Oakland, CA","191",2009
"1701","TFMPP "," 1","Red Lady","Oakland, CA","191",2009
"1702","MDMA "," 1","capsule","Longmont, CO","233",2009
"1703","MDMA "," 20","Blue Gun","Farmingdale, NY","258",2009
"1703","Caffeine "," 1","Blue Gun","Farmingdale, NY","258",2009
"1704","MDMA "," 1","capsule","Las Vegas, NV","190",2009
"1705","MDMA "," 20","Ferrari","Las Vegas, NV","321",2009
"1705","Caffeine "," 3","Ferrari","Las Vegas, NV","321",2009
"1705","Methamphetamine "," 1","Ferrari","Las Vegas, NV","321",2009
"1698","Hydrocodone "," 1","capsule","Tampa, FL","617",2009
"1697","TFMPP "," 2","transformer","New York, NY","289",2009
"1697","BZP "," 1","transformer","New York, NY","289",2009
"1695","TFMPP "," 4","crown","Los Angeles, CA","289",2009
"1695","BZP "," 3","crown","Los Angeles, CA","289",2009
"1695","Methamphetamine "," 1","crown","Los Angeles, CA","289",2009
"1694","BZP "," 1","LV","Toronto, ON, 
Canada","290",2009
"1694","Caffeine "," 1","LV","Toronto, ON, 
Canada","290",2009
"1694","TFMPP "," 1","LV","Toronto, ON, 
Canada","290",2009
"2060","MDMA "," 1","Purple Alien","Fort Worth, TX","245",2010
"2059","Caffeine "," 10","Apple","San Diego, CA","326",2010
"2059","MDMA "," 1","Apple","San Diego, CA","326",2010
"2058","MDMA "," 1","Molly","Emeryville, CA","220",2010
"2057","Caffeine "," 2","Monkey","Orlando, FL","304",2010
"2057","Procaine "," 1","Monkey","Orlando, FL","304",2010
"2057","MDMA "," trace","Monkey","Orlando, FL","304",2010
"2056","MDMA "," 1","Red Ferrari","Reno, NV","302",2010
"2055","MDMA "," 3","Yellow Star","Houston, TX","287",2010
"2055","Caffeine "," 1","Yellow Star","Houston, TX","287",2010
"2054","MDMA "," 10","Playboy Bunny","Merced, CA","272",2010
"2054","Caffeine "," 1","Playboy Bunny","Merced, CA","272",2010
"2053","MDMA "," 1","Spider","Montreal, Quebec, 
Canada","549",2010
"2048","TFMPP "," 3","Yellow Fleur-de-lis","Unknown, Unknown","185",2010
"2048","BZP "," 1","Yellow Fleur-de-lis","Unknown, Unknown","185",2010
"2046","MDA "," 1","White Crescent Moon","
Australia","356",2010
"2044","MDMA "," 1","Molly","Sarasota, FL","316",2010
"2043","Methamphetamine "," 1","Crystals","Madison, WI","166",2010
"2042","MDMA "," 1","Blue G Lady","Manchester, NH","370",2010
"2041","MDMA "," 1","Blue Star","New York, NY, 
USA","241",2010
"2040","MDMA "," 10","Green Maserati","Halifax, 
Canada","317",2010
"2040","Caffeine "," 1","Green Maserati","Halifax, 
Canada","317",2010
"2039","MDMA "," 10","Maserati","Halifax, 
Canada","248",2010
"2039","Caffeine "," 1","Maserati","Halifax, 
Canada","248",2010
"2038","MDMA "," 10","Jack o Lantern","Halifax, 
Canada","256",2010
"2038","Caffeine "," 1","Jack o Lantern","Halifax, 
Canada","256",2010
"2034","mCPP "," 35.1 mg","Mitsubishi","Zurich, 
Switzerland","279.6",2010
"2034","Domperidone "," 10 mg","Mitsubishi","Zurich, 
Switzerland","279.6",2010
"2034","Caffeine "," 2.2 mg","Mitsubishi","Zurich, 
Switzerland","279.6",2010
"2034","Methamphetamine "," 0.7 mg","Mitsubishi","Zurich, 
Switzerland","279.6",2010
"2033","Caffeine "," 43.4 mg","Ohm","Zurich, 
Switzerland","233.4",2010
"2033","Amphetamines "," 13.8 mg","Ohm","Zurich, 
Switzerland","233.4",2010
"2033","Methamphetamine "," 2.2 mg","Ohm","Zurich, 
Switzerland","233.4",2010
"2032","None Detected  ","","Unknown","Lancaster, OH","287",2010
"2031","MDMA "," 1","Blue Star","Bridgeport, CT","315",2010
"2029","MDMA "," 1","Blue G Lady","Bridgeport, CT","376",2010
"2028","Unidentified "," 1","HRG-LT","Cambridge, 
United Kingdom","-",2010
"2027","MDMA "," 1","Unknown","Hampton, NH","-",2010
"2016","MDMA "," 1","Blue Diamond","Dublin, 
Ireland","238",2010
"2023","Unidentified "," 1","Unknown","Madrid, 
Spain","304",2010
"2022","MDMA "," 1","whitelove","Los Angeles, CA","197",2010
"2021","TFMPP "," 3","Purple Starfish","Manchester, NH","365",2010
"2021","BZP "," 1","Purple Starfish","Manchester, NH","365",2010
"2021","MDMA "," 0.1","Purple Starfish","Manchester, NH","365",2010
"2019","MDMA "," 30","elephant","San Diego, CA","305",2010
"2019","Caffeine "," 1","elephant","San Diego, CA","305",2010
"2018","TFMPP "," 30","fleur de lis","Tulsa, OK","284",2010
"2018","BZP "," 1","fleur de lis","Tulsa, OK","284",2010
"2017","TFMPP "," 30","fleur de lis","Tulsa, OK","284",2010
"2017","BZP "," 1","fleur de lis","Tulsa, OK","284",2010
"2014","TFMPP "," 45.2 mg","Cupid","Zurich, 
Switzerland","271.6",2010
"2014","Caffeine "," 44.9 mg","Cupid","Zurich, 
Switzerland","271.6",2010
"2013","mCPP "," 45.9 mg","Venus","Zurich, 
Switzerland","268.2",2010
"2013","Domperidone "," 8.5 mg","Venus","Zurich, 
Switzerland","268.2",2010
"2013","Metoclopramide "," 6.2 mg","Venus","Zurich, 
Switzerland","268.2",2010
"2012","Caffeine "," 5","Yankees","Manchester, NH","292",2010
"2012","TFMPP "," 1","Yankees","Manchester, NH","292",2010
"2010","MDMA "," 1","Pink Rooster","Dublin, 
Ireland","206",2010
"2009","MDMA "," 1","MDMA","Yuba City, CA","-",2010
"2008","MDMA "," 10","Green Lady","Scottsdale, AZ","305",2010
"2008","Caffeine "," 1","Green Lady","Scottsdale, AZ","305",2010
"2007","mCPP  ","","Chica","Cantabria, 
Spain","-",2010
"2007","Metoclopramide  ","","Chica","Cantabria, 
Spain","-",2010
"2006","Caffeine  ","","Mercedes","Madrid, 
Spain","-",2010
"2006","MDMA  ","","Mercedes","Madrid, 
Spain","-",2010
"2005","mCPP  ","","Rosa","Barcelona, 
Spain","-",2010
"2005","Metoclopramide  ","","Rosa","Barcelona, 
Spain","-",2010
"2004","mCPP  ","","Cat","Cadiz, 
Spain","-",2010
"2004","Metoclopramide  ","","Cat","Cadiz, 
Spain","-",2010
"2003","Bisoprolol  ","","Heart","Madrid, 
Spain","-",2010
"2002","Buflomedil  ","","Lofton","Madrid, 
Spain","-",2010
"2001","MDMA "," 84 mg","Heart","Barcelona, 
Spain","-",2010
"2000","mCPP  ","","Cat","Zaragoza, 
Spain","-",2010
"1999","TFMPP "," 5","Power Mac","Los Angeles, CA","273",2010
"1999","Caffeine "," 1","Power Mac","Los Angeles, CA","273",2010
"1998","Methylone "," 1","Capsule","Philadelphia, PA","296",2010
"1997","BZP "," 1","Smiley","Baton Rouge, LA","292",2010
"1973","mCPP "," 44.7 mg","Rolex","Zurich, 
Switzerland","292.3",2010
"1973","Metoclopramide "," 10.2 mg","Rolex","Zurich, 
Switzerland","292.3",2010
"1973","Domperidone "," 2.5 mg","Rolex","Zurich, 
Switzerland","292.3",2010
"1974","mCPP "," 46 mg","Heart","Zurich, 
Switzerland","309.1",2010
