"id","composition","proportion","name","location","mass","year"
"1008","MDMA "," 1","Mercedes","Seattle, WA","199",2002
"1009","5-MeO-DiPT "," 1","Pac Man","Seattle, WA","268",2002
"1010","Diazepam "," 1","Plain Tablet","Elmhurst, NY","199",2002
"1011","MDMA "," 1","Mitsubishi","Phoenix, AZ","254",2002
"1012","Caffeine "," 20","Cherry","Huntington Beach, CA","296",2002
"1012","DXM "," 1","Cherry","Huntington Beach, CA","296",2002
"1012","MDA "," 1","Cherry","Huntington Beach, CA","296",2002
"1012","MDMA "," 1","Cherry","Huntington Beach, CA","296",2002
"1013","None Detected "," ---","Plain Tablet","Chicago, IL","54.5",2002
"1014","Caffeine "," 4","Spade","Houston, TX","295",2002
"1014","MDMA "," 1","Spade","Houston, TX","295",2002
"1003","Caffeine "," 20","Mercedes","Newark, NJ","402",2002
"1003","MDMA "," 1","Mercedes","Newark, NJ","402",2002
"1002","MDA "," 1","Omega","Nashville, TN","253",2002
"1000","MDA "," 1","Omega","Coon Rapids, MN","275",2002
"1001","DXM "," 20","Split","Jersey City, NJ","212",2002
"1001","Caffeine "," 1","Split","Jersey City, NJ","212",2002
"999","Not Tested "," ---","Pink","Orlando, FL","209",2002
"998","Unidentified "," 1","RN","Jacksonville, FL","216",2002
"997","MDMA "," 1","Superman","St. Louis, MO","295",2002
"996","MDA "," 10","Yin Yang","St. Louis, MO","295",2002
"996","Pseudo/Ephedrine "," 1","Yin Yang","St. Louis, MO","295",2002
"995","MDMA "," 1","Sunshine","St. Louis, MO","294",2002
"994","Caffeine "," 2","Lightning Bolt","Houston, TX","224",2002
"994","MDMA "," 1","Lightning Bolt","Houston, TX","224",2002
"993","MDMA "," 1","Bacardi Bat","Los Angeles, CA","282",2002
"992","Guaifenesin "," 5","Clover","Detroit, MI","268",2002
"992","Pseudo/Ephedrine "," 1","Clover","Detroit, MI","268",2002
"991","BZP "," ---","Cartier","St. Louis, MO","477",2002
"991","TFMPP "," ---","Cartier","St. Louis, MO","477",2002
"990","None Detected "," ---","Triangle","Dallas, TX","230",2002
"989","MDMA "," 2","Bacardi Bat","New York, NY","190",2002
"989","MDA "," 1","Bacardi Bat","New York, NY","190",2002
"988","Caffeine "," 1","Maserati","New York, NY","295",2002
"987","MDMA "," 1","FF","New York, NY","249",2002
"986","MDMA "," 1","3HR","New York, NY","301",2002
"986","Methamphetamine "," 1","3HR","New York, NY","301",2002
"985","MDA "," 1","Dove","Seattle, WA","224",2002
"984","MDA "," 1","Omega","Orlando, FL","275",2002
"983","MDMA "," 4","Clog","Denver, CO","323",2002
"983","Amphetamines "," 1","Clog","Denver, CO","323",2002
"982","DXM "," 3","Cherries","Los Angeles, CA","285",2002
"982","Caffeine "," 1","Cherries","Los Angeles, CA","285",2002
"982","MDE "," 1","Cherries","Los Angeles, CA","285",2002
"982","MDMA "," 1","Cherries","Los Angeles, CA","285",2002
"981","MDMA "," 1","Plain Tablet","El Segundo, CA","97",2002
"980","DXM "," 1","Yellow Thang","New York, NY","286",2002
"979","MDMA "," 1","Plain Tablet","Atlanta, GA","175",2002
"978","MDMA "," 2","Christmas Tree","Seattle, WA","257",2002
"978","Caffeine "," 1","Christmas Tree","Seattle, WA","257",2002
"977","Ketamine "," 6","Honda","Houston, TX","274",2002
"977","MDMA "," 1","Honda","Houston, TX","274",2002
"976","MDMA "," 5","Apple","Seattle, WA","386",2002
"976","Pseudo/Ephedrine "," 4","Apple","Seattle, WA","386",2002
"976","Methamphetamine "," 1","Apple","Seattle, WA","386",2002
"975","Methamphetamine "," 1","Cross","Phoenix, AZ","199",2002
"974","Methamphetamine "," 1","Eclipse","Redding, CA","100",2002
"973","None Detected "," ---","e63 / split","Seattle, WA","173",2002
"972","MDMA "," 1","Four Leaf Clover","Boston, MA","220",2002
"971","Caffeine "," 1","Scorpion","Charlotte, VA","348",2002
"970","MDA "," 1","Plain Tablet","Denver, CO","324",2002
"969","Caffeine "," 1","Dolphin","Phoenix, AZ","312",2002
"969","MDA "," 1","Dolphin","Phoenix, AZ","312",2002
"968","Pseudo/Ephedrine "," 3","Plus","Burlington, VT","248",2002
"968","Caffeine "," 1","Plus","Burlington, VT","248",2002
"967","MDMA "," 1","Cherry Bomb","New York, NY","237",2002
"966","Methamphetamine "," 1","Love (Peach)","Boston, MA","169",2002
"965","Guaifenesin "," 1","Dan Dan","Orlando, FL","813",2002
"964","Guaifenesin "," 10","Plain Tablet","Houston, TX","244",2002
"964","Pseudo/Ephedrine "," 1","Plain Tablet","Houston, TX","244",2002
"963","BZP "," 1","Cartier","Davis, CA","473",2002
"963","TFMPP "," 1","Cartier","Davis, CA","473",2002
"962","MDMA "," 5","T","Seattle, WA","204",2002
"962","Pseudo/Ephedrine "," 5","T","Seattle, WA","204",2002
"962","Methamphetamine "," 1","T","Seattle, WA","204",2002
"961","Other Pharm. "," 1","Plain Tablet","Boise, ID","398",2002
"960","DXM "," 10","Trumpet","Denver, CO","282",2002
"960","Caffeine "," 1","Trumpet","Denver, CO","282",2002
"960","MDMA "," 1","Trumpet","Denver, CO","282",2002
"959","MDMA "," 1","Plain Tablet","Simi Valley, CA","313",2002
"958","Unidentified "," 20","Plain Tablet","Chicago, IL","281",2002
"958","Aspirin "," 1","Plain Tablet","Chicago, IL","281",2002
"958","MDMA "," 1","Plain Tablet","Chicago, IL","281",2002
"956","None Detected "," ---","B","Raleigh, NC","222",2002
"955","Caffeine "," 2","Christmas Tree","San Francisco, CA","258",2002
"955","MDMA "," 1","Christmas Tree","San Francisco, CA","258",2002
"953","MDA "," 1","Plain Tablet","Austin, TX","105",2002
"952","Caffeine "," 1","Plain Tablet","Aliso Viejo, CA","378",2002
"951","Caffeine "," 20","McDonald","San Francisco, CA","227",2002
"951","MDMA "," 1","McDonald","San Francisco, CA","227",2002
"950","Caffeine "," 5","C","Simi Valley, CA","319",2002
"950","Ketamine "," 1","C","Simi Valley, CA","319",2002
"949","None Detected "," ---","Cartier","Foster City, CA","529",2002
"948","MDMA "," 1","Motorola","San Francisco, CA","217",2002
"947","MDMA "," 1","Unknown","Apopka, FL","288",2002
"946","Acetaminophen "," 1","Capricorn","Ann Arbor, MI","254",2002
"945","Caffeine "," 2","Thunderbolt","Houston, TX","308",2002
"945","MDMA "," 1","Thunderbolt","Houston, TX","308",2002
"944","MDMA "," 1","Rolex","Fort Worth, TX","222",2002
"943","Unidentified "," 20","Crown","Fort Worth, TX","279",2002
"943","MDA "," 1","Crown","Fort Worth, TX","279",2002
"942","Unidentified "," 1","Motorola","Albany, NY","213",2002
"941","MDMA "," 1","Plain Tablet","Los Angeles, CA","284",2002
"940","Caffeine "," 4","Smiley","Minneapolis, MN","144",2002
"940","MDMA "," 1","Smiley","Minneapolis, MN","144",2002
"939","DXM "," 10","Trumpet","San Francisco, CA","284",2002
"939","Caffeine "," 1","Trumpet","San Francisco, CA","284",2002
"939","MDMA "," 1","Trumpet","San Francisco, CA","284",2002
"938","Caffeine "," 5","Dolphin","Seattle, WA","309",2002
"938","MDA "," 1","Dolphin","Seattle, WA","309",2002
"937","MDMA "," trace","Ferrari","Dallas, TX","175",2002
"936","MDMA "," 1","Interlocking Circles","Rochester, NY","216",2002
"935","MDA "," 10","Dolphin","Houston, TX","325",2002
"935","Caffeine "," 1","Dolphin","Houston, TX","325",2002
"934","MDMA "," 3","Nike","Chicago, IL","244",2002
"934","Acetaminophen "," 1","Nike","Chicago, IL","244",2002
"934","Ketamine "," 1","Nike","Chicago, IL","244",2002
"933","BZP "," trace","Cartier","Mission Viejo, CA","489",2002
"933","TFMPP "," trace","Cartier","Mission Viejo, CA","489",2002
"932","MDMA "," 1","Mitsubishi","St. Louis, MO","295",2002
"931","MDMA "," 1","Alligator","San Francisco, CA","282",2002
"930","DXM "," 3","Motorola","Sacramento, CA","295",2002
"930","Pseudo/Ephedrine "," 1","Motorola","Sacramento, CA","295",2002
"929","MDMA "," 1","Split","Chicago, IL","248",2002
"927","Amphetamines "," trace","Yen","Greensboro, NC","308",2002
"927","Methamphetamine "," trace","Yen","Greensboro, NC","308",2002
"926","BZP "," trace","Cartier","Las Vegas, NV","486",2002
"926","TFMPP "," trace","Cartier","Las Vegas, NV","486",2002
"925","BZP "," trace","Cartier","Thousand Oaks, CA","473",2002
"925","TFMPP "," trace","Cartier","Thousand Oaks, CA","473",2002
"924","Caffeine "," 10","Smile","Minneapolis, MN","143",2002
"924","MDMA "," 1","Smile","Minneapolis, MN","143",2002
"923","MDMA "," 1","Louis Vutton","San Francisco, CA","327",2002
"920","MDA "," trace","Internet","Houston, TX","265",2002
"920","MDMA "," trace","Internet","Houston, TX","265",2002
"919","BZP "," trace","Cartier","San Diego, CA","432",2002
"919","TFMPP "," trace","Cartier","San Diego, CA","432",2002
"917","MDMA "," 1","Smiley","Los Angeles, CA","200",2002
"916","MDMA "," 1","Rolex (Gold)","Seattle, WA","272",2002
"915","MDMA "," 1","B","Chelsea, MA","139",2002
"914","BZP "," trace","Cartier","Los Angeles, CA","507",2002
"914","TFMPP "," trace","Cartier","Los Angeles, CA","507",2002
"913","MDMA "," 1","Crocodile","San Francisco, CA","280",2002
"912","Caffeine "," 2","VL","San Francisco, CA","299",2002
"912","MDA "," 1","VL","San Francisco, CA","299",2002
"911","Acetaminophen "," 5","Bird","Berkeley, CA","275",2002
"911","THC "," 1","Bird","Berkeley, CA","275",2002
"910","MDMA "," 1","Safe Sex","New York, NY","274",2002
"909","MDMA "," 1","@","New York, NY","142",2002
"908","Acetaminophen "," 1","Duck","New York, NY","294",2002
"907","MDMA "," 5","Clubs","Houston, TX","357",2002
"907","Pseudo/Ephedrine "," 1","Clubs","Houston, TX","357",2002
"907","Ketamine "," 0.2","Clubs","Houston, TX","357",2002
"906","MDMA "," 1","Superdome","Los Angeles, CA","315",2002
"905","DXM "," 1","Smiley","Los Angeles, CA","380",2002
"904","Caffeine "," 5","Mercedes","San Francisco, CA","298",2002
"904","MDA "," 1","Mercedes","San Francisco, CA","298",2002
"903","TFMPP "," 1","Cartier","Phoenix, AZ","492",2002
"902","DXM "," 1","Star (Green)","Philadelphia, PA","242",2002
"901","MDMA "," 1","$","New York, NY","144",2002
"900","DXM "," 1","P","Charlotte, NC","454",2002
"898","Acetaminophen "," 1","Candies","Jacksonville, FL","788",2002
"897","Not Tested  ","","Arrow","Columbus, OH","-",2002
"895","MDMA "," 3","Bad Boy","Los Angeles, CA","234",2002
"895","MDE "," 1","Bad Boy","Los Angeles, CA","234",2002
"894","Caffeine "," 20","Dolphin (Blue)","Seattle, WA","374",2002
"894","MDA "," 1","Dolphin (Blue)","Seattle, WA","374",2002
"893","Pseudo/Ephedrine "," 2","Star (Pink)","Portland, OR","270",2002
"893","MDA "," 1","Star (Pink)","Portland, OR","270",2002
"892","MDE "," 5","Superman","Hollywood, CA","264",2002
"892","MDMA "," 1","Superman","Hollywood, CA","264",2002
"891","MDA "," 1","Plain Tablet","Dallas, TX","144",2002
"890","Caffeine "," 3","Yin Yang","Pleasanton, CA","302",2002
"890","MDMA "," 1","Yin Yang","Pleasanton, CA","302",2002
"889","MDMA "," 1","Pink Nederland","New York, NY","210",2002
"888","Caffeine "," 10","McDonald (Yellow)","Oakland, CA","324",2002
"888","MDMA "," 1","McDonald (Yellow)","Oakland, CA","324",2002
"887","DXM "," 10","McDonald (Blue)","San Francisco, CA","288",2002
"887","Caffeine "," 1","McDonald (Blue)","San Francisco, CA","288",2002
"886","MDMA "," 1","Honda","San Jose, CA","197",2002
"885","MDMA "," 1","007","Los Angeles, CA","255",2002
"884","MDMA "," 1","Crocodile","Los Angeles, CA","273",2002
"883","MDMA "," 1","Superman (Pink)","Atlanta, GA","237",2002
"882","None Detected "," ---","Cartier","Sacramento, CA","487",2002
"881","MDMA "," 1","Dolphin (Blue)","Oakland, CA","245",2002
"880","None Detected "," ---","Vegas Stripper","Las Vegas, NV","510",2002
"879","MDMA "," 1","Crocodile","Houston, TX","280",2002
"878","None Detected "," ---","I-mac","Saginaw, MI","119",2002
"877","MDMA "," 3","Bat (Orange)","Lewiston, ID","317",2002
"877","Pseudo/Ephedrine "," 1","Bat (Orange)","Lewiston, ID","317",2002
"876","MDMA "," 1","Leon","Killeen, TX","196",2002
"875","MDMA "," 2","7 UP","Killeen, TX","292",2002
"875","Cocaine "," 1","7 UP","Killeen, TX","292",2002
"874","DXM "," 1","King Tut","Killeen, TX","281",2002
